ID;Название компании;Комплекс;Рабочий телефон;Рабочий e-mail;Сайт;region;city;Улица;Округ;Район;Ответственный;Комментарий;Кем создана;Дата создания;Дата изменения
6751;ГБДОУ детский сад № 45 Красносельского района СПб;;;;;79;787;улица Пионерстроя, дом 7, корпус 4, литер А;;;Владислав Хаханов;компенсирующей направленности для воспитанников с нарушениями опорно-двигательного аппарата, с задержкой психического развития, тяжелым нарушением речи, фонетико-фонематическим нарушением речи, со сложными дефектами;Надежда Чихунова;15.04.2020 15:15;30.09.2020 11:47
6765;ГБДОУ детский сад № 52 Красносельского района Санкт-Петербурга;;;;;79;787;п. Дудергоф (Можайский), улица Театральная, дом 9, литера А.;;;Владислав Хаханов;230;Надежда Чихунова;15.04.2020 15:51;30.09.2020 11:47
6568;ГБДОУ детский сад № 67 Волшебник;;8(812)751-40-44;infodc67@obr.gov.spb.ru;;79;787;Ленинский просп., 97, корп. 2;;;Владислав Хаханов;ДУБЛЬ!!! УДАЛИТЬ!!;Надежда Чихунова;14.04.2020 18:19;30.09.2020 11:47
6573;ГБДОУ Детский Сад № 77 Красносельского района СПБ;;+7 812 745-64-57, 7 812 745-66-00;;;79;787;ул. Маршала Казакова, 40, корп. 2;;;Владислав Хаханов;330;Надежда Чихунова;14.04.2020 18:42;30.09.2020 11:47
6868;"ГБДОУ Детский Сад № 78 ""Жемчужинка"" Корпус 1 Красносельского района";;;;;79;787;Петергофское шоссе, дом 55, корпус 2, литер А;;;Владислав Хаханов;;Надежда Чихунова;15.04.2020 19:32;30.09.2020 11:47
6867;"ГБДОУ Детский Сад № 78 ""Жемчужинка"" Корпус 2 Красносельского района";;;;;79;787;ул. Капитана Грищенко, 3, корп. 2;;;Владислав Хаханов;2 корпуса, 460 чел;Надежда Чихунова;15.04.2020 19:27;30.09.2020 11:47
6605;ГБДОУ детский сад №15 комбинированного вида Красносельского района Санкт-Петербурга;;;;;79;787;Бронетанковая ул., 13, корп. 2;;;Владислав Хаханов;290;Надежда Чихунова;14.04.2020 20:04;30.09.2020 11:48
6606;ГБДОУ детский сад №16 Красносельского района;;;ds16@obr.gov.spb.ru;;79;787;ул. Политрука Пасечника, 14;;;Владислав Хаханов;;Надежда Чихунова;14.04.2020 20:11;30.09.2020 11:48
6607;ГБДОУ детский сад №18 комбинированного вида Красносельского района Санкт-Петербурга;;;;;79;787;Гатчинское ш., 9, корп. 2;;;Владислав Хаханов;340;Надежда Чихунова;14.04.2020 20:17;30.09.2020 11:48
6613;ГБДОУ детский сад №28 комбинированного вида Красносельского района Санкт-Петербурга;;;;;79;787;улица Партизана Германа, дом 3;;;Владислав Хаханов;300;Надежда Чихунова;14.04.2020 20:57;30.09.2020 11:48
6674;ГБДОУ детский сад №30 Красносельского района;;;;;79;787;ул. Пионерстроя, 18, корп. 3;;;Владислав Хаханов;;Надежда Чихунова;15.04.2020 13:43;30.09.2020 11:48
6717;ГБДОУ детский сад №35 Красносельского района Санкт-Петербурга;;;;;79;787;улица Авангардная, дом 53 корпус 2, литера А;;;Владислав Хаханов;группа для детей с тяжелыми нарушениями речи  – 1;Надежда Чихунова;15.04.2020 14:26;30.09.2020 11:48
6582;ГБДОУ детский сад №4 комбинированного вида Красносельского района Санкт-Петербурга;;+7 812 741-11-98, 7 812 741-13-87;ds4@obr.gov.spb.ru;;79;787;ул. Массальского, 10;;;Владислав Хаханов;289;Надежда Чихунова;14.04.2020 19:18;30.09.2020 11:48
6575;ГБДОУ Детский сад №6 Красносельского района;;+7 812 738-94-55;detsk.6@obr.gov.spb.ru;;79;787;ул. Урицкого, 14, территория Сергиево;;;Владислав Хаханов;305;Надежда Чихунова;14.04.2020 18:58;30.09.2020 11:48
6812;ГБДОУ детский сад №63 Красносельского района СПб;;;;;79;787;Ленинский пр., д.95, корп.3, лит.А;;;Владислав Хаханов;;Надежда Чихунова;15.04.2020 17:45;30.09.2020 11:49
6823;ГБДОУ детский сад №65 1 корпус Красносельского района;;;;;79;787;улица Доблести, дом 18, литера А;;;Владислав Хаханов;549 чел в двух корпусах, всего 22 группы;Надежда Чихунова;15.04.2020 18:02;30.09.2020 11:49
6833;ГБДОУ детский сад №65 2 корпус Красносельского района;;;;;79;787;Ленинский проспект д.67 к.3. литера А;;;Владислав Хаханов;560 в двух корпусах, 22 гр всего;Надежда Чихунова;15.04.2020 18:11;30.09.2020 11:49
6854;ГБДОУ детский сад №69 Красносельского района Санкт-Петербурга;;;;;79;787;просп. Кузнецова, 18, корп. 2;;;Владислав Хаханов;300;Надежда Чихунова;15.04.2020 18:38;30.09.2020 11:49
6857;ГБДОУ детский сад №72 Красносельского района;;;;;79;787;улица Маршала Захарова, 22, корпус 4;;;Владислав Хаханов;;Надежда Чихунова;15.04.2020 18:45;30.09.2020 11:49
6863;ГБДОУ детский сад №73 Красносельского района;;;;;79;787;Ленинский просп., 81, корп. 2;;;Владислав Хаханов;280;Надежда Чихунова;15.04.2020 18:53;30.09.2020 11:49
6864;ГБДОУ детский сад №74 Красносельского района;;;;;79;787;ул. Маршала Казакова, 28, корп. 2;;;Владислав Хаханов;;Надежда Чихунова;15.04.2020 19:00;30.09.2020 11:49
6865;ГБДОУ детский сад №75 Красносельского района;;;;;79;787;ул. Маршала Казакова, 24, корп. 3;;;Владислав Хаханов;;Надежда Чихунова;15.04.2020 19:07;30.09.2020 11:49
6869;ГБДОУ детский сад №79 Красносельского района СПб;;;;;79;787;Тамбасова ул, 36, А, 2;;;Владислав Хаханов;195;Надежда Чихунова;15.04.2020 19:41;30.09.2020 11:50
6556;ГБДОУ детский сад №9 Красносельского района Санкт-Петербурга;;;;;79;787;ул. Пограничника Гарькавого, дом 28, корпус 3, литера А;;;Владислав Хаханов;;Надежда Чихунова;14.04.2020 17:37;30.09.2020 11:50
6791;ГБДОУ ЦРР - детский сад № 60 Корпус 1 Красносельского района;;;;;79;787;проспект Маршала Захарова, 17, корпус 3;;;Владислав Хаханов;2 корпуса, 577;Надежда Чихунова;15.04.2020 17:11;30.09.2020 11:50
6690;ГБДОУ ЦРР Д/С №33 Красносельского района;;;;;79;787;улица Добровольцев, 52 корп. 2. лит. а;;;БАЗА _;;Надежда Чихунова;15.04.2020 14:07;30.09.2020 12:11
6734;ГБДОУ ЦРР Д/С №38 Красносельского района;;;;;79;787;Петергофское ш., 21, корп. 2;;;БАЗА _;340;Надежда Чихунова;15.04.2020 14:38;30.09.2020 12:11
6755;ГБДОУ ЦРР-ДЕТСКИЙ САД № 48 КРАСНОСЕЛЬСКОГО РАЙОНА СПБ;;;;;79;787;Кингисеппское ш., д.12, кор.2, лит.А;;;БАЗА _;;Надежда Чихунова;15.04.2020 15:23;30.09.2020 12:11
5620;"ГБОУ ""Лицей ""Вторая школа""";;;;;78;510;город Москва, улица Фотиевой, дом 18;2;23;Рустам Джанкараев;Выпускной отправлен!;Нина Галаева;23.07.2019 14:58;10.02.2020 11:02
5617;"ГБОУ ""Пятьдесят седьмая школа""";;;;57.mskobr.ru;78;510;Малый Знаменский переулок, дом 7/10, строение 2;4;109;Рустам Джанкараев;;Нина Галаева;23.07.2019 13:49;22.11.2019 15:05
3384;"ГБОУ ""Школа №1161"". Корпус №6";;;;;78;510;город Москва, Изюмская улица, дом 49 ;;;Илья Грачев;;Максим Гаряев;17.04.2018 9:29;28.10.2020 10:28
4118;"ГБОУ города Москвы ""Школа ""Покровский квартал""";;;;;78;510;город Москва, Лялин переулок, дом 12, строение 1;4;;Анастасия Балакина;;Максим Гаряев;16.05.2018 14:15;02.09.2020 22:14
5680;ГБОУ дважды Героя Советского Союза К.К. Рокоссовского Школа № 1150;Школа № 1150;;;https://sch1150zg.mskobr.ru/info_edu/structure_and_controls;78;510;г. Москва, город Зеленоград, КОРПУС 1609;10;43;Рустам Джанкараев;;Яна Козлова;26.07.2019 17:54;07.02.2020 10:42
5651;ГБОУ ДО 2 Лицей № 1574;Лицей № 1574;;;;78;510;город Москва, Оружейный переулок, дом 25, строение 1А;4;102;Stager Prodaji;;Нина Галаева;25.07.2019 12:00;19.02.2020 9:53
5652;ГБОУ ДО 3 Лицей № 1574;Лицей № 1574;;;;78;510;город Москва, улица Малая Дмитровка, дом 23/15, строение 3;4;102;Stager Prodaji;;Нина Галаева;25.07.2019 12:14;19.02.2020 9:53
3400;Гбоу Специальная коррекционная школа № 1708, Детский сад Школа № 1708;Школа № 1708;;;;78;510;улица Академика Пилюгина, дом 14Б;;;Анна Гладкая;;Максим Гаряев;24.04.2018 15:40;07.08.2020 15:23
3382;ГБОУ Школа № 1161 Корпус №4 Бутово Южное Школа № 1161;Школа № 1161;;;;78;510;Изюмская улица, дом 55;2;119;Илья Грачев;7(499)232-90-68 номер с МСК ОБР;Максим Гаряев;16.04.2018 12:07;28.10.2020 12:00
3383;ГБОУ Школа № 1161 Корпус №5 Бутово Южное Школа № 1161;Школа № 1161;;;;78;510;Изюмская улица, дом 53 ;2;119;Илья Грачев;7(499)232-90-58 с МСК ОБР;Максим Гаряев;16.04.2018 12:10;28.10.2020 12:00
2251;ГБОУ Школа № 1195 г. Москва СП № 2;;;;;78;510;ул. Беловежская, д. 33;11;60;Владислав Хаханов;под руководством 2 сада;Лейсан Ишмухаметова;20.02.2017 15:19;08.10.2020 14:22
5580;ГБОУ Школа № 1514;;+7(499)131-80-38;1514@edu.mos.ru;;78;510;Москва, м. Университет, улица Крупской, дом 12.;2;;Рустам Джанкараев;3 сада;Екатерина Игнатова;23.05.2019 10:55;10.02.2020 11:03
4393;ГБОУ Школа № 1636 ГБОУ Школа № 1636 Гимназия № 1636;Гимназия № 1636;;;;78;510;Воронежская ул., 5 корпус 2, Москва, 115583;1;73;Владислав Хаханов;Это - ;Максим Гаряев;15.06.2018 15:09;05.03.2020 17:47
4394;ГБОУ Школа № 1811 Восточное Измайлово Гимназия № 1811;Гимназия № 1811;;;;78;510;город Москва, Измайловский проспект, дом 115 город Москва, Измайловский проспект, дом 115;12;20;Рустам Джанкараев;11 садов, есть норм заведки, ссылаются н7а запрет по дошколке, но школа информацию опровергла, ;Максим Гаряев;15.06.2018 15:22;25.08.2020 15:21
1923;"ГБОУ Школа № 1985 Дошкольное отделение ""Соловушка""";;;;;78;510;Соловьиная Роща, дом 5;6;46;Анастасия Балакина;Ростислав ни первый раз нас кидает;Лейсан Ишмухаметова;14.10.2016 11:44;05.09.2020 10:02
6191;ГБОУ Школа № 2075 с.Красная Пахра;;+7(495)850-57-82;moumih@mail.ru;https://sch2075.mskobr.ru/;78;510;поселение Михайлово-Ярцевское п. Шишкин Лес, д. 28;5;143;Рустам Джанкараев;Приемные дни;Рустам Джанкараев;21.11.2019 16:56;25.10.2020 14:32
5823;"Гимназия ""Российская школа""";;84955199931;rus-school@mail.ru, direkt-rus-school@mail.ru;https://russian-school.edumsko.ru/;53;537;Московская область, Королёв, Школьная, 19;;;Рустам Джанкараев;День и время приема посетителей:;Мария Сахарнова;09.08.2019 16:59;24.10.2020 21:44
8104;Гимназия № 14 Орехово - Зуево;;;;https://ozggym14.edumsko.ru/;53;557;Московская область, Орехово-Зуево, ул. Набережная, д. 15;;;Надежда Чихунова;;Эльвира Галлямова;27.10.2020 18:58;29.10.2020 9:25
8105;Гимназия № 15 Орехово - Зуево;;;;https://ozggym15.edumsko.ru/;53;557;Московская область, Орехово-Зуево, Набережная, 3;;;Надежда Чихунова;;Эльвира Галлямова;27.10.2020 19:01;29.10.2020 9:24
5733;Гимназия № 1522;;;;;78;510;Москва, улица Народного Ополчения, дом 16, корпус 4;6;111;Нина Галаева;;Нина Галаева;01.08.2019 17:52;01.08.2019 17:52
5215;Гимназия № 1538;Гимназия № 1538;+7 (495) 751-14-91, +7 (916) 320-84-19;1538@edu.mos.ru;;78;510;Новотушинский проезд, дом 8, корпус 2;6;59;Рустам Джанкараев;;Настя Пшеничная;28.06.2018 17:04;21.11.2019 11:18
5410;Гимназия № 1540;Гимназия № 1540;;;;78;510;Новослободская улица, дом 57, строение 1;4;102;Рустам Джанкараев;Команда;Нина Галаева;02.07.2018 14:28;25.08.2020 15:37
5100;Гимназия № 1542;Гимназия № 1542;;;;78;510;улица Авиаторов, дом 8, корпус 2;11;98;Рустам Джанкараев;;Нина Галаева;28.06.2018 10:42;03.12.2019 8:21
5062;Гимназия № 1544;Гимназия № 1544;;;;78;510;Пенягинская улица, дом 14;6;59;Рустам Джанкараев;;Нина Галаева;27.06.2018 16:00;23.12.2019 15:23
5064;Гимназия № 1551;Гимназия № 1551;;;;78;510;улица Свободы, дом 42, корпус 2;6;121;Рустам Джанкараев;секретарь на прием не записала, тк скоро каникулы;Нина Галаева;27.06.2018 16:16;23.12.2019 15:32
5083;Гимназия № 1552;Гимназия № 1552;;;;78;510;улица Мусы Джалиля, дом 25;1;33;Рустам Джанкараев;ВЫПУСКНОЙ ОТПРАВЛЕН;Алиса Прокофьева;27.06.2018 18:50;10.02.2020 14:04
5567;Гимназия № 1552;Гимназия № 1552;;;;78;510;115580 Москва, улица Мусы Джалиля, дом 25;1;;Марианна Вишнякова;;Татьяна Гаврилова;05.04.2019 12:01;11.09.2020 16:45
5309;Гимназия № 1554;Гимназия № 1554;+7 (499) 203-17-90, +7 (903) 613-85-37;1554@edu.mos.ru;;78;510;улица Пестеля, дом 5;7;75;Рустам Джанкараев;;Настя Пшеничная;29.06.2018 13:33;21.11.2019 11:18
4957;Гимназия № 1558;Гимназия № 1558;;;;78;510;Чукотский проезд, дом 6;7;6;Рустам Джанкараев;;Нина Галаева;26.06.2018 16:22;23.12.2019 15:53
5449;Гимназия № 1562;Гимназия № 1562;;;;78;510;Братиславская улица, дом 4;3;55;Рустам Джанкараев;;Нина Галаева;02.07.2018 17:27;13.12.2019 15:51
5164;Гимназия № 1563;Гимназия № 1563;;;;78;510;13-я Парковая улица, дом 33;12;90;Мария Сахарнова;по возможности фотосъемки уточнять только у Аделии Максимовны, с оговоркой, что есть родители заинтересованные;Нина Галаева;28.06.2018 14:27;19.02.2020 12:20
5399;Гимназия № 1569;Гимназия № 1569;;;;78;510;улица Мусы Джалиля, дом 36, корпус 2;1;33;Рустам Джанкараев;ВЫПУСКНОЙ ОТПРАВЛЕН;Нина Галаева;02.07.2018 13:33;10.02.2020 13:48
5206;Гимназия № 1573;Гимназия № 1573;+7 (499) 501-13-30, +7 (966) 159-55-72;1573@edu.mos.ru;;78;510;Псковская улица, дом 11;7;49;Рустам Джанкараев;;Настя Пшеничная;28.06.2018 16:45;21.11.2019 11:19
5389;Гимназия № 1577;Гимназия № 1577;;;;78;510;Ярославское шоссе, дом 8, корпус 7;7;124;Рустам Джанкараев;;Нина Галаева;02.07.2018 12:45;23.12.2019 15:23
4996;Гимназия № 1579;Гимназия № 1579;;;;78;510;Пролетарский проспект, дом 7, корпус 3;1;62;Рустам Джанкараев;ВЫПУСКНОЙ ОТПРАВЛЕН;Нина Галаева;27.06.2018 10:23;10.02.2020 14:08
5282;Гимназия № 1583;Гимназия № 1583;+7 (499) 458-02-57;1583@edu.mos.ru;;78;510;Смольная улица, дом 25;8;24;Рустам Джанкараев;звонила в контрактный отдел, не известно, с кем разговаривала;Настя Пшеничная;29.06.2018 12:31;13.12.2019 11:01
5080;Гимназия № 1584;Гимназия № 1584;;;;78;510;Рублёвское шоссе, дом 24, корпус 3;11;45;Рустам Джанкараев;;Нина Галаева;27.06.2018 17:49;21.11.2019 11:19
5373;Гимназия № 1590;Гимназия № 1590;;;;78;510;Фестивальная улица, дом 69;8;110;Рустам Джанкараев;;Нина Галаева;02.07.2018 11:47;21.11.2019 11:19
5020;Гимназия № 1591;Гимназия № 1591;;;;78;510;Новокосинская улица, дом 40А;12;69;Надежда Чихунова;;Нина Галаева;27.06.2018 12:38;16.09.2020 10:33
5097;Гимназия № 1592;Гимназия № 1592;;;;78;510;Бескудниковский проезд, дом 4Б;8;9;Рустам Джанкараев;;Нина Галаева;28.06.2018 10:28;21.11.2019 11:19
5461;Гимназия № 1595;Гимназия № 1595;;;;78;510;2-я Вольская улица, дом 7, корпус 2;3;66;Рустам Джанкараев;в комплексе 1 сад, завед мониторит интерес родителей;Нина Галаева;02.07.2018 18:33;28.11.2019 18:51
4959;Гимназия № 1596;Гимназия № 1596;+7 (495) 733-56-73, +7(495)733-56-73;1596@edu.mos.ru;;78;510;Приречная улица, дом 1;11;70;Надежда Чихунова;разрешают снимать всем подряд, кого пригласят родители;Настя Пшеничная;26.06.2018 16:27;12.03.2020 15:19
6030;Гимназия № 16 Химки;;8 (495) 570-15-12;16gimnazia@mail.ru;;53;575;г. Химки, ул. Зеленая, д. 22;;;Рустам Джанкараев;;Яна Козлова;23.08.2019 15:43;25.10.2020 14:45
5278;Гимназия № 1636;Гимназия № 1636;;;;78;510;Елецкая улица, дом 12, корпус 3;1;115;Рустам Джанкараев;ВЫПУСКНОЙ ОТПРАВЛЕН!;Нина Галаева;29.06.2018 12:22;10.02.2020 13:56
5059;Гимназия № 1637;Гимназия № 1637;;;;78;510;улица 3-я владимирская д12а;12;77;Рустам Джанкараев;першла из 1362( с января) заканчивается контракт с Трушкиным. Елена адекват Она превелась в 1852, будет слияние с 1637 с 2019 г;Нина Галаева;27.06.2018 15:45;10.02.2020 13:30
5167;Гимназия № 1748;Гимназия № 1748;;;;78;510;Главная улица, дом 9А;12;21;Мария Сахарнова;Теперь это гимназия 1748;Нина Галаева;28.06.2018 14:37;25.08.2020 15:25
5260;Гимназия № 1786;Гимназия № 1786;;;;78;510;улица Адмирала Лазарева, дом 77;2;119;Рустам Джанкараев;;Нина Галаева;29.06.2018 11:41;17.12.2019 15:38
5297;Гимназия № 1798;Гимназия № 1798;;;;78;510;Зелёный проспект, дом 75;12;68;Рустам Джанкараев;;Нина Галаева;29.06.2018 13:01;21.11.2019 11:20
5117;Гимназия № 1799;Гимназия № 1799;;;;78;510;1-й Кадашёвский переулок, дом 3, строение 1;4;123;Рустам Джанкараев;ВЫпускные отправлены!;Нина Галаева;28.06.2018 12:14;10.02.2020 17:07
5360;Гимназия № 1925;Гимназия № 1925;;;;78;510;Новокосинская улица, дом 13А;12;69;Мария Сахарнова;;Нина Галаева;29.06.2018 17:36;25.08.2020 15:18
5443;Гимназия № 2200;Гимназия № 2200;;;;78;510;11-я Парковая улица, дом 50;12;90;Рустам Джанкараев;школа стоит в стороне, родители сами находят и решают;Нина Галаева;02.07.2018 16:59;22.11.2019 15:58
6037;Гимназия № 23 Химки;;+7(495)-574-28-44;gimn-23@mail.ru, gimn-23.autoreply@mail.ru;https://sch23himki.edumsko.ru/;53;575;Химки, мкр.Сходня, ул.Тюкова, 8;;;Рустам Джанкараев;;Яна Козлова;23.08.2019 16:02;25.10.2020 14:45
8082;Гимназия № 24 Воскресенск;;;;https://vos-gymnasia-24.edumsko.ru/;53;518;Московская область, Воскресенск, улица Ломоносова, 100;;;Анна Гладкая;;Эльвира Галлямова;27.10.2020 16:33;27.10.2020 17:28
5684;Гимназия № 45;Гимназия № 45;;;;78;510;Москва, улица Гримау, дом 8;2;1;Рустам Джанкараев;;Нина Галаева;29.07.2019 10:51;17.12.2019 15:41
8146;Гимназия № 5 Здание начальной школы Сергиев Посад;;;;http://www.gymnazia5.ru;53;568;г. Сергиев Посад, ул. Маяковского, д.21;;;Эльвира Галлямова;;Эльвира Галлямова;29.10.2020 14:47;29.10.2020 14:47
8145;Гимназия № 5 Основное здание Сергиев Посад;;;;http://www.gymnazia5.ru;53;568;г. Сергиев Посад, Хотьковский проезд, 16;;;Эльвира Галлямова;;Эльвира Галлямова;29.10.2020 14:45;29.10.2020 14:45
5387;Гимназия № Академическая гимназия;Гимназия № Академическая гимназия;;;;78;510;Большая Тихоновская улица, дом 18, строение 1;12;97;Рустам Джанкараев;приняли решение. что сотрудничать со сторонними организациями не будут, а с нами тем более (был печальный опыт).;Нина Галаева;02.07.2018 12:39;21.11.2019 11:21
5213;Гимназия № Академия развития;Гимназия № Академия развития;;;;78;510;Керамический проезд, 71к3;8;19;Рустам Джанкараев;;Нина Галаева;28.06.2018 17:00;23.12.2019 15:23
5657;Гимназия № ГСГ;Гимназия № ГСГ;;;;78;510;Москва, Белозерская улица, дом 12;7;10;Рустам Джанкараев;;Нина Галаева;26.07.2019 10:52;17.12.2019 15:38
5096;Гимназия № Европейская гимназия;Гимназия № Европейская гимназия;;;;78;510;Сокольнический вал, д. 28;12;97;Рустам Джанкараев;;Нина Галаева;28.06.2018 10:24;21.11.2019 11:21
5283;Гимназия № МИИТ;Гимназия № МИИТ;+7 (495) 687-66-37, +7 (910) 442-99-67;gymnaz_miit@mail.ru;;78;510;3-я Мытищинская улица, дом 12, строение 1;7;2;Рустам Джанкараев;;Настя Пшеничная;29.06.2018 12:35;21.11.2019 11:22
5032;Гимназия № Свиблово;Гимназия № Свиблово;;;;78;510;улица Седова, дом 4, корпус 1;7;88;Рустам Джанкараев;;Нина Галаева;27.06.2018 13:15;21.11.2019 11:22
5847;Гимназия №1 Люберцы;;8 495 554 73 81;gimnazia1@bk.ru;https://lubsch1.edumsko.ru/home;53;550;Московская область, городской округ Люберцы, Октябрьский пр-т, 178;;;Анна Гладкая;;Мария Сахарнова;13.08.2019 14:04;24.10.2020 23:17
5835;Гимназия №1 Мытищи;;8(495) 586-73-55;gimnazya.myt1@yandex.ru;https://mytyshi-school1.edusite.ru/;53;552;Московская область г.Мытищи, ул. Индустриальная д.7;;;Рустам Джанкараев;;Мария Сахарнова;12.08.2019 12:25;24.10.2020 23:41
5971;Гимназия №1, г. Лыткарино;;8(495)552-89-81;gimnazian1@mail.ru;https://lytgimnazian1.edumsko.ru/;53;549;Московская область, Лыткарино, Первомайская, д.1;;;Марианна Вишнякова;;Мария Сахарнова;23.08.2019 10:45;24.10.2020 22:37
5990;Гимназия №10 Пушкино;;8(496)-532-39-22;gymnase10@yandex.ru;https://push-gymnase10.edumsko.ru/;53;562;"Московская область, Пушкино, Московский проспект, 45""а""";;;Рустам Джанкараев;;Мария Сахарнова;23.08.2019 11:19;25.10.2020 1:28
5811;Гимназия №11;;+7(495)515-05-79;gymnasia11@mail.ru;https://gymnasia11.edumsko.ru/;53;537;Московская область, Королёв, Комсомольская, 12 начальная школа: Королёв, Школьная Дом: 8Телефон: +7(495)516-56-35;;;Рустам Джанкараев;;Мария Сахарнова;09.08.2019 16:00;24.10.2020 21:43
5934;Гимназия №11 Одинцово;;8 (495) 599-44-10;gimn11_odintsovo@mail.ru;http://gimn-11.odinedu.ru/;53;555;г. Одинцово, б-р Л. Новосёловой, дом 7;;;Даниил Абрамов;Выпускные отсняты!;Мария Сахарнова;16.08.2019 14:12;25.10.2020 0:48
5936;Гимназия №13 Одинцово;;+7 (495) 593-27-24;odin.gimnaziya13@rambler.ru;http://gimn-13.odinedu.ru/;53;555;Одинцово, ул. Молодежная, д.3а;;;Даниил Абрамов;Выпускные отсняты!;Мария Сахарнова;16.08.2019 14:41;25.10.2020 0:49
5937;Гимназия №14 Одинцово;;+7 (495) 591-34-66;odin_gimn_14@mail.ru;http://gimn-14.odinedu.ru/;53;555;г.Одинцово, бульвар Маршала Крылова, д.5;;;Даниил Абрамов;ВЫПУСКНЫЕ ОТСНЯТЫ!;Мария Сахарнова;16.08.2019 14:44;29.10.2020 15:43
5861;Гимназия №16 Интерес;;+7(498)505-91-92;16gimn@mail.ru;https://lub16gimn.edumsko.ru/;53;550;Московская область, Люберецкий, Люберцы, просп. Гагарина, д.10;;;Анна Гладкая;;Мария Сахарнова;13.08.2019 15:21;24.10.2020 23:18
1969;Гимназия №1748 Гимназия № 1748;Гимназия № 1748;;;https://gym1748v.mskobr.ru/info_edu/structure_and_controls;78;510;Сиреневый бульвар 73-3;12;90;Рустам Джанкараев;;Лейсан Ишмухаметова;20.10.2016 14:47;23.12.2019 11:11
5818;Гимназия №18 имени И.Я.Илюшина;;8-495-513-48-76, 8-495-519-51-80, 8-495-519-15-88;18gymn@mail.ru;http://www.gimnasiya18.ru/;53;537;Московская область, город Королев, проспект Космонавтов, дом 37Б;;;Рустам Джанкараев;Приемный день: ЧЕТВЕРГ;Мария Сахарнова;09.08.2019 16:30;24.10.2020 21:43
5863;Гимназия №18 Люберцы;;8(495)557-40-09;gymnasium18@yandex.ru;https://lubgimnasium18.edumsko.ru/;53;550;Московская область, городской округ Люберцы, Томилино, Пионерская, 1;;;Рустам Джанкараев;ВЫПУСКНЫЕ ОТСНЯТЫ!;Мария Сахарнова;13.08.2019 15:27;24.10.2020 23:01
6049;Гимназия №2;;+7 495 563‑79-22;kg_2@mail.ru;https://kr-school2.edumsko.ru/;53;540;Московская область, Красногорск, Карбышева, 5;;;Рустам Джанкараев;День и время приема посетителей:;Мария Сахарнова;26.08.2019 10:40;24.10.2020 22:06
5866;Гимназия №20 Люберцы;;8495-554-45-96, 8495-554-30-47;gam20lub@yandex.ru;https://lubgam20.edumsko.ru;53;550;Московская область, г. Люберцы, Южная, д.20;;;Рустам Джанкараев;43872;Мария Сахарнова;13.08.2019 15:54;24.10.2020 23:01
5870;Гимназия №24 Люберцы;;8495-503-52-03;moy_sosh_24@mail.ru;https://lubsch24.edumsko.ru/;53;550;Московская область, Люберецкий, Люберцы, Красногорская, 3a;;;Рустам Джанкараев;Выпускные отсняты!;Мария Сахарнова;13.08.2019 16:05;24.10.2020 23:01
5800;Гимназия №3;;+7(495)512-10-70;gimnazia3ub@mail.ru;https://gimnazia3-korolev.edumsko.ru/;53;537;Московская область, Королёв, мкр. Юбилейный, Лесная, 22;;;Рустам Джанкараев;;Мария Сахарнова;09.08.2019 14:45;24.10.2020 21:42
5892;Гимназия №4 Дзержинский;;8 (495) 551-47-44;school4-06@mail.ru;https://school4.edumsko.ru/;53;522;Московская область, Дзержинский, Лермонтова, 1А;;;Марианна Вишнякова;;Мария Сахарнова;13.08.2019 17:55;18.09.2020 10:59
5964;Гимназия №4 Лыктарино;;8 495 552 56 50;gimnazist@rambler.ru;https://lytgimnazian4.edumsko.ru/home;53;549;Московская область, Лыткарино, квартал 3 А, д.11;;;Рустам Джанкараев;;Мария Сахарнова;23.08.2019 10:29;24.10.2020 22:36
5927;Гимназия №4 Одинцово;;+7 (495) 591-61-59;gish4@yandex.ru;http://gimn-4.odinedu.ru/;53;555;г. Одинцово, Можайское шоссе, д. 109;;;Даниил Абрамов;;Мария Сахарнова;16.08.2019 12:35;25.10.2020 0:48
6159;Гимназия №4 Подольск;;+7(496)754-24-05, +7(496)754-14-46;gim4adm@yandex.ru;https://gim4pod.edumsko.ru/;53;560;г. Подольск, ул. Правды, д.21;;;Надежда Чихунова;Всего классов в школе: 40;Рустам Джанкараев;21.11.2019 12:51;27.10.2020 9:46
5980;Гимназия №4 Пушкино;;8(495) 993-43-76;gimnazia4puskino@mail.ru;https://push-gimnazia4.edumsko.ru/;53;562;Московская область, Пушкинский, г. Пушкино, ул. Железнодорожная, д.14;;;Рустам Джанкараев;;Мария Сахарнова;23.08.2019 11:05;25.10.2020 1:28
6005;Гимназия №4 Химки;;+7 495 573 24 98;leg4@migraph.ru;https://sch4himki.edumsko.ru/;53;575;Московская область, Химки, ул. Первомайская, д.6;;;Рустам Джанкараев;;Мария Сахарнова;23.08.2019 11:52;25.10.2020 14:44
5874;Гимназия №41 Люберцы;;8(495)559-47-34;gimnazya41.lub@mail.ru;https://lub-gimnazya41.edumsko.ru/home;53;550;Московская область, Люберецкий район, г. Люберцы, ул. Авиаторов, д.10;;;Рустам Джанкараев;;Мария Сахарнова;13.08.2019 16:30;24.10.2020 23:02
5876;Гимназия №43 Люберцы;;8(495)503-74-33;gimn43@mail.ru;https://luber43gymn.edumsko.ru/;53;550;Московская область, городской округ Люберцы, Октябрьский проспект, 24;;;Анна Гладкая;ВЫПУСКИ УЖЕ ОТСНЯТЫ!;Мария Сахарнова;13.08.2019 16:35;24.10.2020 23:02
